"numero";"ano";"id_unidade_requisitante";"nome_unidade_requisitante";"id_unidade_custo";"nome_unidade_custo";"data_envio";"descricao";"local";"observacoes";"status";"processo"
"3375";"2008";"2";"SUPERINTENDÊNCIA DE INFORMÁTICA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"SOLICITAMOS, COM URGÊNCIA, PODA DE PARTE DE ÁRVORE SITUADA NA ENTRADA DA SUPERINTENDÊNCIA DE INFORMÁTICA. A REFERIDA ÁRVORE ESTÁ PARCIALMENTE RESSEQUIDA E JÁ APRESENTOU QUEDA DE ALGUNS GALHOS. COM A PROXIMIDADE DA ÉPOCA DOS VENTOS FORTES NESTA CAPITAL, HÁ FORTE POSSIBILIDADE DE QUEDA DE BOA PARTE DO SEU TRONCO, O QUE PODE ACARRETAR DANOS MATERIAIS A  PATRIMÔNIO DESTA SUPERINTENDÊNCIA, DE SERVIDORES, DE TERCEIROS OU ATÉ MESMO DANOS FÍSICOS A PESSOAS. ";;"";"ATENDIDA";"23077.36811/2008-16"
"3373";"2008";"177";"DEPARTAMENTO DE MORFOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";"05/09/2008";"CONFECÇÃO DE BANCADAS DE MÁRMORE NOS LABORATÓRIOS DO DEPARTAMENTO DE MORFOLOGIA";;"Recursos próprios do Departamento de Morfologia visando à melhoria do ensino de graduação";"ENVIADA_PROJETO";"23077.36822/2008-4"
"3317";"2008";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITO RECUPERAÇÃO DO PISO DA ÁREA FRONTAL DA FACULDADE DE ODONTOLOGIA;";;"FOI REALIZADA, PELO SR EVALDO, VISITA DE INSPEÇÃO PARA CERTIFICAR A NECESSIDADE, EM 02.09.08";"ARQUIVADA";"23077.27068/2009-94"
"3309";"2008";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"02/09/2008";"- SOLICITAMOS A SUPERINTENDÊNCIA DE INFORMÁTICA, A GENTILEZA DE FAZER O ORÇAMENTO DO DIMENSIONAMENTO E AQUISIÇÃO DE EQUIPAMENTOS PARA A REDE LÓGICA (8 PONTOS POR CASA), DA RESIDÊNCIA UNIVERSITÁRIA BIOMÉDICA I. ";;"RESIDÊNCIA BIOMÉDICA I";"NEGADA";
"3306";"2008";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"02/09/2008";"SOLICITAMOS A PRESENÇA DE UM ARQUITETO A FIM DE FAZER A AMBIENTAÇÃO DE 20 SALAS PARA PROFESSORES, NO 3º SUBSOLO DO HUOL, FORNECIMENTO E INSTALAÇÃO DE CORTINAS EM PVC VERTICAL EM 10 SALAS DE PROFESSOR E 03 SALAS DOS DEPARTAMENTOS DE MEDICINA CLÍNICA, MEDICINA INTEGRADA E CIRURGIA, COMO TAMBÉM, A INSTALAÇÃO DE 01 DIVISÓRIA NA SECRETARIA DOS DEPARTAMENTOS ACIMA CITADOS.";;"";"ENVIADA_PROJETO";
"3304";"2008";"366";"PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";;"SOLICITAMOS PINTURA DAS PAREDES DO LABORATÓRIO DE BIOLOGIA MOLECULAR (BIOMOL) DO PROGRAMA DE PÓS-GRADUAÇÃO EM CIÊNCIAS FARMACÊUTICAS, BEM COMO A IMPERMEABILIZAÇÃO DAS PAREDES INTERNAS E EXTERNAS DO LABORATÓRIO. O LABORATÓRIO ENCONTRA-SE TODO MOFADO E CORRENDO O RISCO DE PARALIZAR SUAS ATIVIDADES, DEVIDO AS CHUVAS QUE OCORRERAM E CONSEQUENTEMENTE AS INFILTRAÇÕES. O BIOMOL ENCONTRA-SE NO 1º ANDAR DA FACULDADE DE FARMÁCIA, CCS/UFRN.";;"";"ENVIADA_PROJETO";"23077.37319/2008-68"
"3303";"2008";"52";"DEPARTAMENTO DE ENGENHARIA CIVIL";"445";"CENTRO DE TECNOLOGIA";;"EXECUÇÃO DE VEDAÇÃO EM GESSO ACARTONADO NAS 04 PLACAS NAS DIMENSÕES DE 0,85 P/ 1,20M NAS ALAS DA CHEFIA DO DEPARTAMENTO DE ENGENHARIA CIVIL.";;"";"NEGADA";
"3273";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"29/08/2008";"SOLICITA O RESTABELECIMENTO DO FORNECIMENTO DE GASES MEDICINAIS NO CENTRO CIRÚRGICO DE OFTALMOLOGIA DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES. MEMORANDO N.º 026/2008.";;"";"ATENDIDA";"23077.35537/2008-68"
"3272";"2008";"4633";"SESU - PROGRAMA REUNI";"4633";"SESU - PROGRAMA REUNI";"29/08/2008";"AMPLIAÇÃO DOS SERVIÇOS DE INFRA-ESTRUTURA BÁSICA (AMPLIAÇÃO DA REDE DE ESGOTAMENTO SANITÁRIO COM ESTAÇÃO ELEVATÓRIA - REUNI).";;"";"ATENDIDA";"23077.35522/2008-8"
"3264";"2008";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"- PROJETO DE AMBIENTAÇÃO PARA A SALA DE ESTUDO E DE COMPUTAÇÃO PARA AS RESIDÊNCIAS UNIVERSITÁRIAS CAMPUS I E II. DPO - PROJ. ARQUITETURA";;"RESIDÊNCIAS UNIVERSITÁRIAS CAMPUS I E II";"ARQUIVADA";"23077.35702/2008-81"
"3261";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"29/08/2008";"SOLICITA PROJETO DE AMBIENTAÇÃO DAS SALAS PARA OS PROFESSORES DOS DEPARTAMENTOS DO CURSO DE MEDICINA SITUADAS NO 3º SUBSOLO DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES (HUOL). MEMORANDO N.º 83/DMC/2008";;"";"ARQUIVADA";"23077.35432/2008-17"
"3260";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"29/08/2008";"FORNECIMENTO E INSTALAÇÃO DE DIVISÓRIAS DE PVC PARA A SECRETARIA DOS DEPARTAMENTOS DO CURSO DE MEDICINA SITUADA NO 3º SUBSOLO DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES (HUOL). MEMORANDO N.º 82/DMC/2008";;"";"ENVIADA_PROJETO";"23077.35433/2008-53"
"3259";"2008";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"446";"HOSPITAL UNIVERSITÁRIO ONOFRE LOPES";"29/08/2008";"SERVIÇO DE CONFECÇÃO E INSTALAÇÃO DE CORTINAS PARA AS SALAS DO 3º SUBSOLO DO HOSPITAL UNIVERSITÁRIO ONOFRE LOPES (HUOL). MEMORANDO N.º 81/DMC/2008";;"";"ARQUIVADA";"23077.35434/2008-6"
"3255";"2008";"4524";"NUCLEO DE INOVAÇÃO TECNOLÓGICA";"4523";"COORDENADORIA DE INOVAÇÃO TECNOLÓGICA";;"SOLICITAMOS A AMBIENTAÇÃO DA SALA DO DEPARTAMENTO DE INOVAÇÃO E EMPREENDEDORISMO DA PRÓ-REITORIA DE PESQUISA NO PRÉDIO DA REITORIA. NA AMBIENTAÇÃO SE FAZ NECESSÁRIO A ABERTURA DE UMA PORTA, A INSTALAÇÃO DOS PONTOS PARA INTERNET, ENFIM MODIFICAÇÃO DO LAY-OUT DA SALA. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_PROJETO";"23077.35705/2008-15"
"3250";"2008";"416";"HUOL - DIREÇÃO GERAL";"416";"HUOL - DIREÇÃO GERAL";"28/08/2008";"PROJETO E ORÇAMENTO REFERENTE À INSTALAÇÃO DE NO-BREAK NA UTI E NO CENTRO CIRÚRGICO DO HUOL";;"Ofício n° 283/2008-GDG/HUOL";"ENVIADA_PROJETO";"23077.35526/2008-88"
"3248";"2008";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"21";"BIBLIOTECA CENTRAL ZILA MAMEDE";"28/08/2008";"ENCAMINHAMOS O PROJETO DE ""AMBIENTAÇÃO DO ESPAÇO INCLUSIVO DA BIBLIOTECA CENTRAL"" PARA PROVIDÊNCIAS. MEMORANDO N.º 061/2008-DARQ";;"";"ARQUIVADA";"23077.35278/2008-75"
"3246";"2008";"1463";"RESIDENCIAS UNIVERSITÁRIAS";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"28/08/2008";"- AVALIAÇÃO COM PARECER TÉCNICO SOBRE A ESTRUTURA FÍSICA DAS ÁRVORES DA RESIDÊNCIA UNIVERSITÁRIA BIOMÉDICA I. DMA - DIV. MEIO AMBIENTE.";;"RESIDÊNCIA UNIVERSITÁRIA BIOMÉDICA I";"ARQUIVADA";"23077.35729/2008-74"
"3240";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"28/08/2008";"SERVIÇOS DE MONTAGEM E INSTALAÇÃO DE UM QUADRO DE COMANDO TIPO MICROPROCESSADO.";;"";"ARQUIVADA";"23077.35251/2008-82"
"3237";"2008";"1840";"ASSESSORIA ADMINISTRATIVA DO CCHLA";"135";"DIREÇÃO DO CCHLA";;"SOLICITO UM TÉCNICO PARA FAZER UM ORÇAMENTO PARA INSTALAÇÃO DE SENSORES DE PRESENÇA NOS CORREDORES  CCHLA. DPO - PROJ. ELÉTRICOS";;"";"ARQUIVADA";"23077.35731/2008-43"
"3236";"2008";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";"28/08/2008";"REFORMA E MODERNIZAÇÃO DA REDE LÓGICA DOS LABORATÓRIOS DE FÍSICA EXPERIMENTAL - CCET.";;"";"ATENDIDA";"23077.35241/2008-47"
"3230";"2008";"54";"DEPARTAMENTO DE ARQUITETURA";"54";"DEPARTAMENTO DE ARQUITETURA";"27/08/2008";"REFORMA E CONSTRUÇÃO DE PARTE DO BLOCO DOS LABORATÓRIOS DO CURSO DE ARQUITETURA E URBANISMO DA UFRN (CEPAU, MAQUETES E AUDITÓRIO)";;"Memorando n° 58/2008-DARQ";"ENVIADA_PROJETO";"23077.35243/2008-36"
"3207";"2008";"286";"DIRETORIA ADMINISTRATIVA - MEJC";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";;"SOLICITA A DESIGNAÇÃO DE UM FUNCIONÁRIO TÉCNICO PARA PROJETAR E ACOMPANHAR OS SEGUINTES SERVIÇOS:

- COLOCAÇÃO DE FORRO DE GESSO NO CORREDOR DO 2º ANDAR DO PRÉDIO CENTRAL DA MEJC.
- RETIRADA E COLOCAÇÃO DE LAMINADO (FÓRMICA) NO CORREDOR DO 2º ANDAR DO PRÉDIO CENTRAL DA MEJC.
- SUBSTITUIÇÃO DAS PORTAS DE PVC SANFONADAS POR PORTAS DE PVC RÍGIDO, NOS BANHEIROS DAS ENFERMARIAS DA MEJC. DPO - PROJ. ARQUITETURA";;"Para o Forro de Gesso já existe um contrato na UFRN.";"ENVIADA_PROJETO";"23077.35737/2008-11"
"3204";"2008";"286";"DIRETORIA ADMINISTRATIVA - MEJC";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";;"SOLICITA A DESIGNAÇÃO DE UM ARQUITETO PARA PROJETAR A AMBIENTAÇÃO DO NOVO CENTRO CIRÚRGICO DA MEJC. DPO - PROJ. ARQUITETURA";;"A reforma do Ambiente (Centro Cirúrgico) ainda se encontra em andamen";"ARQUIVADA";"23077.35739/2008-18"
"3189";"2008";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"26/08/2008";"CONSTRUÇÃO DE PRÉDIO PARA O NÚCLEO DE ASSISTÊNCIA JURÍDICA E PÓS-GRADUAÇÃO EM DIREITO.";;"";"ARQUIVADA";"23077.34862/2008-11"
"3185";"2008";"56";"DEPARTAMENTO DE ENGENHARIA DE COMPUTACAO E AUTOMACAO";"445";"CENTRO DE TECNOLOGIA";;"INSTALAR 42 PONTOS DE TOMADA DE REDE ELÉTRICA PARA A SALA 10. DPO - PROJ. ELÉTRICOS";;"";"ESTORNADA";"23077.35743/2008-78"
"3183";"2008";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"26/08/2008";"SOLICITA AVALIAÇÃO DAS CONDIÇÕES DO ESPAÇO DESTINADO ÀS INSTALAÇÕES DO PROJETO RUTE, PARA ATENDER AS NECESSIDADES DOS EQUIPAMENTOS, CONFORME ORIENTAÇÃO DO MINISTÉRIO. OFÍCIO N.º 51/DG";;"";"ARQUIVADA";"23077.34818/2008-1"
"3180";"2008";"139";"DEPARTAMENTO DE ARTES";"442";"CENTRO DE CIÊNCIAS HUMANAS, LETRAS E ARTES";;"SR. ADMINISTRADOR,
SOLICITO LEVANTAMENTO DE SERVIÇO DE PINTURA NAS DEPENDÊNCIAS DO DEART, DISCRIMINANDO CORREDORES E SALAS, COM OS RESPECTIVOS QUANTITATIVOS. ESTA SOLICITAÇÃO REFERE-SE APENAS AO LEVANTAMENTO E NÃO AO SERVIÇO, QUE SERÁ PROVIDENCIADO PELO CCHLA. DPO - SETOR DE ORÇAMENTOS";;"A tinta deverá ser do tipo acrílica semi-fosca para os corredores, respeitando as cores existentes. Há retoques de massa a serem feitos.";"ENVIADA_PROJETO";"23077.35745/2008-67"
"3163";"2008";"121";"DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL";"439";"CENTRO DE CIÊNCIAS EXATAS E DA TERRA";;"SOLICITAMOS A VISITA DO ARQUITETO PARA MANUTENÇÃO E REFORMA DO ESPAÇO DA OFICINA ELETRÔNICA DO DEPARTAMENTO DE FÍSICA TEÓRICA E EXPERIMENTAL. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_PROJETO";"23077.35747/2008-56"
"3144";"2008";"182";"DEPARTAMENTO DE BIOQUÍMICA";"440";"CENTRO DE BIOCIÊNCIAS";"25/08/2008";"SOLICITAMOS A VOSSA SENHORIA A CONFECÇÃO DE UMA BANCADA DE ALVENARIA PARA A COLOCAÇÃO DE UM EQUIPAMENTO (FLUXO LAMINAR) NO LABORATORIO DE GLICOBIOLOGIA VEGETAL DA PROFA. EDDA LISBOA LEITE, NO DEPARTAMENTO DE BIOQUÍMICA - CENTRO DE BIOCIÊNCIAS. DPO - PROJ. ARQUITETURA";;"A obra será custeada por recursos próprios do Departamento.";"ATENDIDA";"23077.34729/2008-57"
"3142";"2008";"440";"CENTRO DE BIOCIÊNCIAS";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"SOLICITO ORÇAMENTO E A  RETIRADA DE UM POSTE DE ALTA TENSSÃO NAS DEPENDÊNCIAS DO ESTACIONAMENTO DO CB PREVENDO TRANSTORNO NO FUTURO. DPO - PROJ. ELÉTRICO";;"";"ENVIADA_PROJETO";"23077.34731/2008-26"
"3118";"2008";"195";"DEPARTAMENTO DE ODONTOLOGIA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"25/08/2008";"REFORMAS NO EDIFÍCIO SEDE DO DEPARTAMENTO DE ODONTOLOGIA PARA ADEQUAÇÃO DO ESPAÇO FÍSICO AO CURRICULO NOVO. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_LICITACAO";"23077.34732/2008-71"
"3103";"2008";"156";"DIREÇÃO DO CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"20/08/2008";"CONSTRUÇÃO DE PROTEÇÃO DE CHUVAS PARA AS ENTRADAS PRINCIPAIS DO PRÉDIO CENTRAL DO CCSA. DPO - PROJ. ARQUITETURA";;"Contado já feito com o arquiteto Andre";"ARQUIVADA";"23077.34733/2008-15"
"3102";"2008";"156";"DIREÇÃO DO CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";;"AMPLIAÇÃO DA REDE LOGICA DO CONJUNTO DE PRÉDIOS DO CCSA";;"Prédio Central, Setor V, Setor I, Núcleo de Prática Jurídica, Juizado Especial, Centros Academicos.";"ENVIADA_PROJETO";"23077.34561/2008-80"
"3101";"2008";"156";"DIREÇÃO DO CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";;"REFORMA DO PRÉDIO DOS CENTROS ACADEMICOS DO CCSA. DPO - PROJ. ARQUITETURA";;"Atenção especial para parte sanitária e hidráulica. ";"ENVIADA_PROJETO";"23077.34734/2008-60"
"3100";"2008";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"20/08/2008";"CONSTRUÇÃO DE PRÉDIO PARA O NÚCLEO DE ASSISTÊNCIA JURÍDICA E PÓS-GRADUAÇÃO EM DIREITO.";;"";"ARQUIVADA";"23077.34859/2008-90"
"3099";"2008";"156";"DIREÇÃO DO CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"20/08/2008";"PROJETO DE URBANIZAÇÃO E PAISAGISMO NO ACESSO AO SETOR DE AULAS V E NEPSA I. DPO - PROJ. ARQUITETURA";;"O projeto deve acompanhar a proposta de urbanização e paisagismo desenvolvida para ao NEPSA I, pela arquiteta ANETE da Sup. de Infarestrutura";"ENVIADA_PROJETO";"23077.34736/2008-59"
"3098";"2008";"156";"DIREÇÃO DO CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"20/08/2008";"CONSTRUÇÃO DE TERRAÇO ANEXO AO NEPSA I. DPO - PROJ. ARQUITETURA";;"A viabilidade da obra encontra-se em parecer técnico no processo 23077.026600/2008-00";"ARQUIVADA";"23077.34737/2008-1"
"3097";"2008";"156";"DIREÇÃO DO CCSA";"443";"CENTRO DE CIÊNCIAS SOCIAIS APLICADAS";"20/08/2008";"REFORMA DO SETOR DE AULAS I. DPO - PROJ. ARQUITETURA";;"Recuperação da estrutura de concreto, retelhamento, caixas sanitarias, de recepção de águas, etc, fechamento de passagem no piso inferior do Bloco H, pintura e demais serviços de manutenção e recuperação";"ARQUIVADA";"23077.34738/2008-48"
"3093";"2008";"117";"DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"25/08/2008";"SOLICITO A COLOCAÇÃO DE DIVISÓRIAS E APLICAÇÃO DE PISO VINILICO PARA OS LABORATÓRIOS DEPARTAMENTO DE ANÁLISES CLÍNICAS E TOXICOLÓGICAS NA FACULDADE DE FARMÁCIA. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_PROJETO";"23077.34740/2008-17"
"3090";"2008";"291";"NÚCLEO DE ARTE E CULTURA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";"20/08/2008";"SOLICITA UM ENGENHEIRO ELETRICISTA OU UM TÉCNICO PARA REALIZAR UM PROJETO DE ILUMINAÇÃO PARA DO ATELIER DE ARTES DO NAC. DPO - PROJ. ELÉTRICOS";;"Os cabos de aço e as calhas que estão no Atelier, encontram-se enferrujadas com risco de causar danos aos alunos e professores que frequentam o aulas no Atelier. ";"ENVIADA_PROJETO";"23077.34741/2008-61"
"3078";"2008";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"19/08/2008";"COMUNICAMOS A OCORRÊNCIA DA QUEDA DO TETO DE GESSO DO SEGUNDO ANDAR NA MATERNIDADE ESCOLA JANUÁRIO CICCO. MEMORANDO N.º 01/2008-CPAT.";;"";"ATENDIDA";"23077.33842/2008-15"
"3067";"2008";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"180";"DEPARTAMENTO DE OCEANOGRAFIA E LIMNOLOGIA";"19/08/2008";"MANUTENÇÃO NA SUBESTAÇÃO DO INSTITUTO DE OCEANOGRAFIA DA UFRN.";;"";"ENVIADA_PROJETO";"23077.33708/2008-14"
"3061";"2008";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"19/08/2008";"SOLICITA ELABORAÇÃO DE PROJETO ARQUITETÔNICO DO LABORATÓRIO ACADÊMICO DE INFORMÁTICA, LABORATÓRIO DE APOIO DIDÁTICO-PEDAGÓGICO, LABORATÓRIO DE CONSCIÂNCIA CORPORAL E LABORATÓRIO DE CORPOREIDADE E LUDICIDADE, CONFORME MEMORANDO N.º 048/2008-DEF. ";;"";"ARQUIVADA";"23077.33709/2008-69"
"3030";"2008";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"351";"ESCOLA AGRÍCOLA DE JUNDIAÍ";"18/08/2008";"SERVIÇOS DE RECUPERAÇÃO DA REDE ELÉTRICA NA ESTAÇÃO DE PISCICULTURA DA ESCOLA AGRÍCOLA DE JUNDIAÍ DA UFRN.";;"";"FINALIZADA_ATENDIMENTO";"23077.33266/2008-14"
"3028";"2008";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"285";"HOSPITAL UNIVERSITARIO ANA BEZERRA";"18/08/2008";"SERVIÇOS DE SUBSTITUIÇÃO DE PISO NOS SETORES DE PEDIATRIA E FARMÁCIA NO HOSPITAL UNIVERSITÁRIO ANA BEZERRA DA UFRN.";;"";"FINALIZADA_ATENDIMENTO";
"3026";"2008";"199";"DEPARTAMENTO DE EDUCAÇÃO FÍSICA";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"25/08/2008";"SOLICITO TROCA DO PISO DO CORREDOR DO ANTIGO PRÉDIO DO SETOR DE AULA DO DEF. DPO - PROJ. ARQUITETURA";;"";"ENVIADA_ORCAMENTO";"23077.34742/2008-14"
"3005";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"14/08/2008";"SOLICITA A SUBSTITUIÇÃO DO COMANDO TIPO USCA DO GERADOR DE ENERGIA, PERTENCENTE AO NUPLAM, POR UM COM TECNOLOGIA MAIS AVANÇADA, CONFORME PARECER TÉCNICO 136/SIN EM ANEXO
MEMO. N° 98/2008 - DIR/NUPLAM";;"";"ARQUIVADA";"23077.32868/2008-46"
"3004";"2008";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"14/08/2008";"SOLICITA A VISTORIA DE UM ENGENHEIRO DE SEGURANÇA E MEDICINA DO TRABALHO  
PARA VERIFICAR O TETO DE GESSO DO SEGUNDO ANDAR DO MEJC QUE CEDEU DEVIDO À INFILTRAÇÕES
MEMO. N° 01/2008";;"";"ENVIADA_PROJETO";"23077.32870/2008-15"
"3002";"2008";"3512";"DIREÇÃO/NTI";"3512";"DIREÇÃO/NTI";"14/08/2008";"REFORMA DOS BANHEIROS DO NÚCLEO DE TECNOLOGIA INDUSTRIAL - NTI
MEMO. N° 037/2008-NTI";;"";"ENVIADA_PROJETO";"23077.32871/2008-60"
"2988";"2008";"181";"DEPARTAMENTO DE MICROBIOLOGIA E PARASITOLOGIA";"440";"CENTRO DE BIOCIÊNCIAS";;"SOLICITO UM MESTRE DE OBRAS PARA QUE SEJA FEITO UM ORÇAMENTO, PARA COLOCAÇÃO DE  CERÂMICA EM BAIXO DA PIA , NO LABORATÓRIO DA PROFª. RENATA DE FÁTIMA PANOSSO. DPO - SETOR DE ORÇAMENTOS";;"";"ARQUIVADA";"23077.33111/2008-70"
"2970";"2008";"198";"DEPARTAMENTO DE ENFERMAGEM";"441";"CENTRO DE CIÊNCIAS DA SAÚDE";"25/08/2008";"SOLICITO PROJETO ARQUITETÔNICO DE SALA DESTINADA AO LABORATÓRIO DE INFORMÁTICA DO DEPARTAMENTO DE ENFERMAGEM. DPO - PROJ. ARQUITETURA";;"SOLICITAÇÃO FEITA COM ORIENTAÇÃO DO ARQUITETO RICARDO";"ARQUIVADA";"23077.34746/2008-94"
"2949";"2008";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"252";"NUCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS";"12/08/2008";"SOLICITA A ATUALIZAÇÃO DE CHAVE DA UNIDADE GERADORA DE ENERGIA, POIS O GERADOR ESTÁ COM A CHAVE CONTACTADORA DA COLUNA DE POTÊNCIA INOPERANTE.

MEMORANDO N° 87/2008-DIR/NUPLAM - DPO - PROJETOS ELÉTRICOS";;"";"ARQUIVADA";"23077.32872/2008-12"
"2947";"2008";"4507";"JUIZADO ESPECIAL DO CCSA";"4507";"JUIZADO ESPECIAL DO CCSA";"12/08/2008";"SOLICITA A FIXAÇÃO DE PLACAS NAS PRINCIPAIS VIAS DO CAMPUS, COM O ESCOPO DE FACILITAR À POPULAÇÃO A LOCALIZAÇÃO E O ACESSO A ESTE JUIZADO ESPECIAL

OFÍCIO N° 753 - JECC/ZS";;"";"ARQUIVADA";"23077.32094/2008-53"
"2945";"2008";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"447";"MATERNIDADE ESCOLA JANUÁRIO CICCO";"12/08/2008";"SOLICITA A PRESENÇA DE UM ENGENHEIRO PARA REVISÃO DA TUBULAÇÃO DE ÁGUA E ESGOTO QUE PASSA NA SALA DA DIREÇÃO GERAL DESTA MATERNIDADE

OFÍCIO N° 43 - DG";;"";"ARQUIVADA";"23077.32095/2008-6"
"2942";"2008";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";;"SOLICITA RECUPERAÇÃO DA PASSARELA DO SETOR IV QUE CONTINUA APRESENTANDO PROBLEMAS COM INFILTRAÇÕES, VAZAMENTO E ACÚMULO DE ÁGUA NAS CALHAS.

MEMORANDO N° 08/2008-AS/CT";;"";"ENVIADA_PROJETO";"23077.32097/2008-97"
"2939";"2008";"445";"CENTRO DE TECNOLOGIA";"445";"CENTRO DE TECNOLOGIA";;"SOLICITA PROVIDÊNCIAS JUNTO A EMPRESA RESPONSÁVEL PELA EDIFICAÇÃO DO BLOCO A DO SETOR IV PARA VIABILIZAR A SOLUÇÃO DOS SEGUINTES PROBLEMAS: VAZAMENTO E INFILTRAÇÃO NA ESCADA; ÁGUA ACUMULADA NO TELHADO DA PASSARELA NOVA; FECHADURAS OXIDADAS E QUEBRADAS; FORRO COM TRINCAS; LUMINÁRIAS QUE SOLTARAM DO TETO; PINTURA DETERIORADA; SOLEIRAS SOLTAS; CERTIFICAÇÃO DA REDE LÓGICA E FALTA DE CABOS; PROTEÇÃO DE PORTAS; CAIXAS DE PORTAS SOLTAS.

MEMORANDO N° 07/2008-AS/CT";;"";"ENVIADA_PROJETO";"23077.32098/2008-31"
"2933";"2008";"1424";"HOSPED - HOSPITAL DE PEDIATRIA";"605";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE";;"SERVIÇO DE MANUTENÇÃO DA REDE ELÉTRICA DAS ENFERMARIAS DO HOSPED.";;"Esta solicitação foi efetuada na requisição nº 12/2006.";"ENVIADA_PROJETO";"23077.35236/2008-34"
