"id_obra";"descricao";"periodo";"qtd_dias";"status_obra";"licitacao";"empresa";"modalidade";"valor";"fonte_recurso";"vigencia_projeto";"projeto";"id_unidade_responsavel";"unidade_responsavel"
"9890";"CONSTRUÇÃO DA UNIDADE DE ENSINO DE FORMAÇÃO INICIAL E CONTINUADA NA ESCOLA AGRÍCOLA DE JUNDIAÍ - MACAÍBA/RN REFERENTE AO ITEM 02 DO RDC Nº 04/2013-UFRN.";"01/04/2014 - 25/07/2015";"330";"FINALIZADA";"4/2013";" 16.667.638/0001-10 - L & L ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.645.193,64";;;;;
"9894";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO A  CONSTRUÇÃO DA 2ª ETAPA DO PRÈDIO PARA OS LABORATÒRIOS DE ANÀLISES ESTRATIGRAFICAS DO DEPARTAMENTO DE GEOLOGIA-CCET.";"01/04/2014 - 23/10/2015";"420";"EM RECEBIMENTO PROVISÓRIO";"1/2013";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     2.287.451,62";;;;;
"10670";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA CONSTRUÇÃO DA SUBESTAÇÃO ABRIGADA PARA 750KVA E ESTRUTURA DE ENTRADA DE 13.800V PARA A FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRÍ - FACISA";"10/02/2015 - 04/06/2016";"209";"EM ANDAMENTO";"20/2014";" 09.337.991/0001-77 - TALDI INDUSTRIA, SERVIÇOS E INCORPORAÇÕES LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$       547.572,93";;;;;
"9920";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO PARA A  COMPLEMENTAÇÃO DA OBRA DE CONSTRUÇÃO DO PRÉDIO DESTINADO AOS LABORATÓRIOS DOS NOVOS CURSOS DE ENGENHARIA DO CENTRO DE TECNOLOGIA - UFRN, DE ACORDO COM O PROJETO BÁSICO E DEMAIS ANEXOS DO RDC ELETRÔNICO Nº 004/2014-DMP:";"10/04/2014 - 30/03/2016";"330";"FINALIZADA";"4/2014";" 04.145.787/0001-30 - ECCL - EMPREENDIMENTOS E CONSTRUÇÃO CIVIL LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     5.306.551,55";;;;;
"9924";"REFORMA DO PRÉDIO DA REITORIA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,  DE ACORDO COM O PROJETO BÁSICO E DEMAIS ANEXOS DO  ITEM 05 DO RDC ELETRÔNICO Nº 001/2014-DMP:";"10/04/2014 - 31/12/2015";"270";"FINALIZADA";"1/2014";" 14.553.857/0001-43 - SBM ENGENHARIA LTDA - ME";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.922.156,86";;;;;
"9925";"O presente contrato tem como objeto Execução pela CONTRATADA da  COMPLEMENTAÇÃO DA AMPLIAÇÃO DO DEPARTAMENTO DE COMUNICAÇÃO SOCIAL DO CCHLA NO CÂMPUS CENTRAL DA UFRN.
";"10/04/2014 - 03/08/2015";"330";"EM RECEBIMENTO PROVISÓRIO";"1/2014";" 14.553.857/0001-43 - SBM ENGENHARIA LTDA - ME";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.171.012,57";;;;;
"10191";"SERVIÇOS DE URBANIZAÇÃO, CONSTRUÇÃO DE RESERVATÓRIOS INFERIORES E OUTROS SERVIÇOS NA FACULDADE DE CIÊNCIAS DA SAÚDE DO TRAIRÍ - FACISA.";"30/07/2014 - 25/07/2015";"270";"FINALIZADA";"3/2014";" 07.261.827/0001-06 - FERNANDES E OLIVEIRA ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       407.525,85";;;;;
"10270";"REFORMA E RECUPERAÇÃO DAS ESTRUTURAS FÍSICAS DOS BLOCOS DE AULAS, REFORMA NAS INSTALAÇÕES ELÉTRICAS PREDIAIS E EXECUÇÃO DE EXTENSÃO DA REDE ELÉTRICA DO CÂMPUS DE CAICÓ - CERES.";"12/09/2014 - 04/04/2016";"210";"FINALIZADA";"15/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     3.032.355,02";;;;;
"10271";"CONSTRUÇÃO DO PRÉDIO DESTINADO À PESQUISA E PÓS-GRADUÇÃO DO CURSO DE PEDAGOGIA DO CENTRO DE ENSINO SUPERIOR DO SERIDÓ  CAMPUS DE CAICÓ.";"12/09/2014 - 04/04/2016";"330";"FINALIZADA";"7/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.458.768,20";;;;;
"10273";" O  PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO GLOBAL,  A PRESTAÇÃO DE SERVIÇO DE ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE REESTRUTURAÇÃO DAS REDES DE COMUNICAÇÃO DE DADOS E CFTV DOS PRÉDIOS METRÓPOLE DIGITAL E NPITI NO CAMPUS CENTRAL DA UFRN, PARA POSSIBILITAR A IMPLANTAÇÃO DE SISTEMAS DE AUTOMAÇÃO E CONTROLE COM MONITORAMENTO LOCAL E REMOTO ATRAVÉS DE CFTV. ";"10/09/2014 - 07/07/2015";"120";"FINALIZADA";"16/2014";" 00.903.429/0001-99 - WORLD TELECOM LTDA.";"REGIME DIF. DE CONTRATAÇÃO";"R$        21.828,14";;;;;
"10323";"IMPLANTAÇÃO DE ROTAS ACESSÍVEIS DOS SETORES II E V AO CENTRO DE CONVIVÊNCIA E ANEL VIÁRIO  CAMPUS CENTRAL DA UFRN

";"02/10/2014 - 24/06/2016";"631";"FINALIZADA";"14/2014";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$     4.626.251,24";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10324";"O OBJETO CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA CONSTRUÇÃO DO BLOCO I DE SALAS DE AULA - SETOR V, DE ACORDO COM O PROJETO BÁSICO E DEMAIS ANEXOS DO RDC ELETRÔNICO Nº 002/2014-DMP.";"02/10/2014 - 23/06/2016";"330";"FINALIZADA";"2/2014";" 04.145.787/0001-30 - ECCL - EMPREENDIMENTOS E CONSTRUÇÃO CIVIL LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     7.976.985,74";;;;;
"10367";"O PRESENTE CONTRATO TEM COMO OBJETO A  EXECUÇÃO PELA CONTRATADA DOS SERVIÇOS DE  REFORMA PARA IMPLEMENTAÇÃO DA ACESSIBILIDADE NOS BLOCOS DE SALA DE AULA DO SETOR IV E ESCOLA DE MÚSICA - CAMPUS UNIVERSITÁRIO CENTRAL  UFRN.";"20/10/2014 - 12/02/2016";"180";"FINALIZADA";"29/2014";" 14.553.857/0001-43 - SBM ENGENHARIA LTDA - ME";"REGIME DIF. DE CONTRATAÇÃO";"R$       254.358,15";;;;;
"10401";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA REFORMA NOS LABORATÓRIOS: DE ENGENHARIA AMBIENTAL E CONTROLE DE QUALIDADE/ DE MATERIAIS DE CONSTRUÇÃO/ E DE TELECOMUNICAÇÕES, REVISÃO NA COBERTURA DO NÚCLEO DE TECNOLOGIA E IMPLANTAÇÃO DE UM MURO DE ARRIMO  CENTRO DE TECNOLOGIA  NATAL/ UFRN";"03/11/2014 - 31/07/2015";"210";"FINALIZADA";"28/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       441.535,68";;;;;
"10402";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA REFORMA NO LABORATÓRIO DE ANÁLISES DA PÓS-GRADUAÇÃO DO DEPARTAMENTO DE ENGENHARIA QUÍMICA E INSTALAÇÃO DE LINHA DE GASES NO LABORATÓRIO DE FENÔMENO DE TRANSPORTES - NTI.";"03/11/2014 - 01/06/2015";"210";"FINALIZADA";"30/2014";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$       284.981,05";;;;;
"10420";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA REFORMA E AMPLIAÇÃO DO PRÉDIO DO DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA CCET - UFRN.";"06/11/2014 - 25/03/2017";"870";"FINALIZADA";"26/2014";" 09.376.468/0001-50 - CST CONSTRUCOES E SERVICOS TECNICOS LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     3.242.198,80";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10420";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA REFORMA E AMPLIAÇÃO DO PRÉDIO DO DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA CCET - UFRN.";"06/11/2014 - 25/03/2017";"870";"FINALIZADA";"26/2014";" 09.376.468/0001-50 - CST CONSTRUCOES E SERVICOS TECNICOS LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     3.242.198,80";"RECEITA DE ALIENACÃO (250156005)";;;;
"10449";"CONSTRUÇÃO DO DEPÓSITO DE MATERIAIS DESCARTADOS CAMPUS CENTRAL DA UFRN.";"17/11/2014 - 12/12/2015";"240";"EM RECEBIMENTO PROVISÓRIO";"1/2014";" 16.667.638/0001-10 - L & L ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       664.050,86";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10449";"CONSTRUÇÃO DO DEPÓSITO DE MATERIAIS DESCARTADOS CAMPUS CENTRAL DA UFRN.";"17/11/2014 - 12/12/2015";"240";"EM RECEBIMENTO PROVISÓRIO";"1/2014";" 16.667.638/0001-10 - L & L ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       664.050,86";"TESOURO EDUCAÇÃO - EXERCÍCIOS ANTERIORES (312000000)";;;;
"10451";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DAS REFORMAS NO PRÉDIO PRINCIPAL E NO ANEXO DO DEPARTAMENTO DE ARTES DO CENTRO DE CIÊNCIAS HUMANAS LETRAS E ARTES DA UFRN- RDC Nº 18/2014-UFRN.";"15/12/2014 - 06/08/2016";"240";"EM RECEBIMENTO PROVISÓRIO";"18/2014";" 04.828.511/0001-57 - CONSTRUTORA RHEMA LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$       966.496,89";"FUNCIONAMENTO DAS INSTITUIÇÕES FEDERAIS (250262430)";;;;
"10510";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA  DA CONSTRUÇÃO DE REDE ÓTICA PASSIVA DE ACESSO DO TIPO AÉREO (CABEAMENTO ÓTICO INSTALADO EM POSTES) COM EXTENSÃO ESTIMADA EM 330KM, VISANDO A INTERCONEXÃO DE ESCOLAS PÚBLICAS ESTADUAIS E MUNICIPAIS À REDE GIGAMETRÓPOLE- RDC Nº 35/2014-UFRN ";"20/11/2014 - 09/11/2016";"360";"FINALIZADA";"35/2014";" 01.009.821/0001-51 - PROTELE ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     5.094.847,01";;;;;
"10512";"INSTALAÇÃO DE ILUMINAÇÃO DECORATIVA EXTERNA DA PRAÇA CÍVICA, REITORIA, RESTAURANTE UNIVERSITÁRIO, GINÁSIO, RÓTULA DO NEI E CAPELA, TODOS NO CAMPUS UNIVERSITÁRIO CENTRAL  UFRN";"01/12/2014 - 26/11/2015";"180";"FINALIZADA";"37/2014";" 09.337.991/0001-77 - TALDI INDUSTRIA, SERVIÇOS E INCORPORAÇÕES LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$       154.502,90";;;;;
"10513";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA  DA REFORMA DOS BANHEIROS E SALA 27 DO LABORATÓRIO DE GEOLOGIA E INSTALAÇÃO DE CORRIMÃO NAS RAMPAS DE ACESSO AO PRÉDIO DO LABORATÓRIO DE GEOFÍSICA - CAMPUS UNIVERSITÁRIO CENTRAL  UFRN.";"15/12/2014 - 10/11/2015";"180";"FINALIZADA";"31/2014";" 15.070.879/0001-15 - CONSTRUTORA RBR LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       158.376,15";;;;;
"10579";"CONSTRUÇÃO DA SUBESTAÇÃO ABRIGADA DE 2X750KVA, PARA ABASTECIMENTO DE ENERGIA DO PRÉDIO DO INSTITUTO INTERNACIONAL DE FÍSICA NO CAMPUS CENTRAL DA UFRN";"05/01/2015 - 30/03/2016";"210";"FINALIZADA";"17/2014";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.205.592,34";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10579";"CONSTRUÇÃO DA SUBESTAÇÃO ABRIGADA DE 2X750KVA, PARA ABASTECIMENTO DE ENERGIA DO PRÉDIO DO INSTITUTO INTERNACIONAL DE FÍSICA NO CAMPUS CENTRAL DA UFRN";"05/01/2015 - 30/03/2016";"210";"FINALIZADA";"17/2014";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.205.592,34";"VESTIBULAR (250154007)";;;;
"10591";"EXECUÇÃO DE OBRAS NA DIVISÃO DE TRANSPORTES E OFICINAS DA UNIVERSIDADE FEDERAL DO RIO GRANDE. ";"15/01/2015 - 07/08/2016";"330";"FINALIZADA";"25/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     2.675.121,15";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10593";"URBANIZAÇÃO DO ENTORNO DO PARQUE POLIESPORTIVO.";"15/01/2015 - 29/12/2015";"179";"EM RECEBIMENTO PROVISÓRIO";"11/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.081.760,18";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10593";"URBANIZAÇÃO DO ENTORNO DO PARQUE POLIESPORTIVO.";"15/01/2015 - 29/12/2015";"179";"EM RECEBIMENTO PROVISÓRIO";"11/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.081.760,18";"VESTIBULAR (250154007)";;;;
"10595";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA  COMPLEMENTAÇÃO DA CONSTRUÇÃO DO RESTAURANTE UNIVERSITÁRIO DO CAMPUS DE SANTA CRUZ.";"15/01/2015 - 11/12/2015";"239";"EM ANDAMENTO";"38/2014";" 01.713.574/0001-70 - SERCOL - SERVICOS E CONSTRUCOES LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       106.082,91";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10595";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA  COMPLEMENTAÇÃO DA CONSTRUÇÃO DO RESTAURANTE UNIVERSITÁRIO DO CAMPUS DE SANTA CRUZ.";"15/01/2015 - 11/12/2015";"239";"EM ANDAMENTO";"38/2014";" 01.713.574/0001-70 - SERCOL - SERVICOS E CONSTRUCOES LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       106.082,91";"VESTIBULAR (250154007)";;;;
"10597";"CONSTRUÇÃO DA PASSARELA LIGANDO OS PRÉDIOS DO CENTRO DE TECNOLOGIA E SETOR DE AULAS IV, INCLUINDO A REURBANIZAÇÃO E INSTALAÇÃO DOS PARACICLOS - CAMPUS UNIVERSITÁRIO CENTRAL  UFRN.";"15/01/2015 - 11/11/2015";"209";"EM RECEBIMENTO PROVISÓRIO";"33/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       302.398,43";"VESTIBULAR (250154007)";;;;
"10597";"CONSTRUÇÃO DA PASSARELA LIGANDO OS PRÉDIOS DO CENTRO DE TECNOLOGIA E SETOR DE AULAS IV, INCLUINDO A REURBANIZAÇÃO E INSTALAÇÃO DOS PARACICLOS - CAMPUS UNIVERSITÁRIO CENTRAL  UFRN.";"15/01/2015 - 11/11/2015";"209";"EM RECEBIMENTO PROVISÓRIO";"33/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       302.398,43";"MANUTENÇÃO E DES. DO ENSINO-EXERCÍCIOS ANTERIORES (312000000)";;;;
"10599";"REFORMA NO PRÉDIO DA LIGA NORTE RIOGRANDENSE CONTRA O CÂNCER PARA INSTALAÇÃO DO CURSO DE MEDICINA NO CENTRO DE ENSINO SUPERIOR DO SERIDÓ - CAICÓ - UFRN";"15/01/2015 - 11/11/2015";"179";"FINALIZADA";"36/2014";" 04.751.986/0001-92 - F DOIS ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       205.961,09";;;;;
"10600";"EXECUÇÃO DA REDE DE DISTRIBUIÇÃO DE ENERGIA EM ALTA TENSÃO INCLUINDO A REDE SECUNDÁRIA, ILUMINAÇÃO PÚBLICA E MÓDULO DE MEDIÇÃO PRIMÁRIA DO INSTITUTO INTERNACIONAL DE NEUROCIÊNCIAS DE NATAL - CAMPUS DO CÉREBRO  MACAÍBA/RN.";"05/01/2015 - 24/05/2017";"270";"FINALIZADA";"32/2014";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"REGIME DIF. DE CONTRATAÇÃO";"R$       927.612,46";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10600";"EXECUÇÃO DA REDE DE DISTRIBUIÇÃO DE ENERGIA EM ALTA TENSÃO INCLUINDO A REDE SECUNDÁRIA, ILUMINAÇÃO PÚBLICA E MÓDULO DE MEDIÇÃO PRIMÁRIA DO INSTITUTO INTERNACIONAL DE NEUROCIÊNCIAS DE NATAL - CAMPUS DO CÉREBRO  MACAÍBA/RN.";"05/01/2015 - 24/05/2017";"270";"FINALIZADA";"32/2014";" 02.482.629/0001-40 - CCW - ENGENHARIA LTDA - EPP / CCW ENGENHARIA";"REGIME DIF. DE CONTRATAÇÃO";"R$       927.612,46";"VESTIBULAR (250154007)";;;;
"10667";"CONSTRUÇÃO DO INSTITUTO DE  LÍNGUAS, LITERATURA E  CULTURAS MODERNAS -AGORA CAMPUS CENTRAL DA UFRN.";"02/02/2015 - 21/02/2017";"750";"FINALIZADA";"8/2014";" 16.667.638/0001-10 - L & L ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     5.473.172,95";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10667";"CONSTRUÇÃO DO INSTITUTO DE  LÍNGUAS, LITERATURA E  CULTURAS MODERNAS -AGORA CAMPUS CENTRAL DA UFRN.";"02/02/2015 - 21/02/2017";"750";"FINALIZADA";"8/2014";" 16.667.638/0001-10 - L & L ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     5.473.172,95";"OUTROS SERV.ADMINISTRATIVOS (250154166)";;;;
"10673";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DE  REFORMAS NO PRÉDIO ADMINISTRATIVO E IMPLANTAÇÃO DE PARACICLOS NO CENTRO DE TECNOLOGIA DA UFRN.";"10/02/2015 - 07/12/2015";"209";"EM RECEBIMENTO PROVISÓRIO";"47/2014";" 15.070.879/0001-15 - CONSTRUTORA RBR LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       205.612,18";;;;;
"10717";"CONSTRUÇÃO DA 2ª ETAPA DA SUBESTAÇÃO ELÉTRICA PARA 69KV/13,8KV NO CAMPUS CENTRAL DA UFRN";"25/02/2015 - 17/09/2016";"362";"FINALIZADA";"50/2014";" 00.930.087/0001-04 - PRENER - COMERCIO DE MATERIAIS ELÉTRICOS LTDA.";"REGIME DIF. DE CONTRATAÇÃO";"R$     3.751.077,21";;;;;
"10742";"REFORMA E AMPLIAÇÃO DOS LABORATÓRIOS DE ESTUDOS DO MOVIMENTO HUMANO DO DEPARTAMENTO DE FISIOTERAPIA DA UFRN.";"02/03/2015 - 22/09/2016";"330";"EM RECEBIMENTO PROVISÓRIO";"27/2014";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     2.558.101,57";;;;;
"10743";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA  DA CONSTRUÇÃO DO INSTITUTO DE MEDICINA TROPICAL - IMT - NATAL/RN.";"02/03/2015 - 12/11/2018";"871";"EM ANDAMENTO";"21/2014";" 01.694.415/0001-75 - HASTE-HABITAÇÃO E SERVIÇOS TÉCNICOS LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$    15.994.683,47";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10807";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA CONSTRUÇÃO DO RESERVATÓRIO ELEVADO PARA ABASTECIMENTO DO CAMPUS CENTRAL DA UFRN ZONA CENTRAL.";"20/03/2015 - 09/03/2017";"332";"FINALIZADA";"53/2014";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$       956.333,03";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10844";"CONSTRUÇÃO DO INSTITUTO DE LÍNGUAS, LITERATURA E CULTURAS MODERNAS  ÁGORA  CAMPUS CENTRAL ";"09/02/2015 - 03/04/2016";"419";"FINALIZADA";"8/2014";" 16.667.638/0001-10 - L & L ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     2.452.696,33";;"26/11/2010 - 26/11/2018";"FUNPEC/UFRN/FINEP/CT-INFRA/PROINFRA 01.2009 (1412010)";;
"10853";"ELABORAÇÃO DOS PROJETOS EXECUTIVOS DE CÁCULO DAS ESTRUTURAS EM CONCRETO ARMADO, INCLUINDO FUNDAÇÕES, DOS PRÉDIOS DO LABORATÓRIO DE ANÁLISE DE PRODUÇÃO DE ENÉRGIA  EÓLICA NA ESCOLA AGRÍCOLA DE JUNDIAÍ, LABORATÓRIO DE PESQUISA E PÓS-GRADUAÇÃO EM ARQUITETURA E URBANISMO E DO LABORATÓRIO PARA ANÁLISE DE HIPER E MICROGRAVIDADE, NO CAMPUS CENTRAL DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE.";"19/02/2015 - 18/07/2015";"149";"FINALIZADA";"34/2014";" 10.465.480/0001-10 - EMPROTEC - EMPRESA DE PROJETOS TÉCNICOS E CONSTRUÇÃO CIVIL LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$        60.739,40";;"19/06/2012 - 19/02/2020";"FUNPEC/UFRN/FINEP/BASEUFRN (PROINFRA 02/2010) (932012)";;
"10855";"REFORMA E AMPLIAÇÃO DO PRÉDIO DO DEPARTAMENTO DE INFORMÁTICA E MATEMÁTICA APLICADA CCET - UFRN";"18/11/2014 - 14/10/2015";"330";"EM ANDAMENTO";"26/2014";" 09.376.468/0001-50 - CST CONSTRUCOES E SERVICOS TECNICOS LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$     1.039.249,26";;"03/09/2009 - 03/05/2019";"FUNPEC/FINEP/CT-INFRA-PROINFRA 01/2008 (1102009)";;
"10900";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO, PELA CONTRATADA, SOB O REGIME DE EMPREITADA POR PREÇO UNITÁRIO, DE REFORMA DO BLOCO 06 DO NÚCLEO DE PESQUISA EM ALIMENTOS E MEDICAMENTOS - NUPLAM.";"25/02/2015 - 22/11/2015";"152";"FINALIZADA";"45/2014";" 06.227.026/0001-53 - SWELL ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$        77.490,00";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10979";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA REFORMA DAS SALAS DO ANTIGO LABORATÓRIO DE NUTRIÇÃO ANIMAL NO BLOCO V DO NÚCLEO TECNOLÓGICO INDUSTIAL PARA INSTALAÇÃO DO LABORATÓRIO DE PROCESSAMENTO DE MATERIAIS POR PLASMA LABPLASMA.";"04/05/2015 - 30/11/2015";"210";"FINALIZADA";"54/2014";" 09.389.289/0001-57 - AC ENGENHARIA LTDA - EPP";"REGIME DIF. DE CONTRATAÇÃO";"R$       165.900,00";;;;;
"10985";" O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA CONSTRUÇÃO DE ABRIGOS DE RESÍDUOS NOS SETORES DO CAMPUS UNIVERSITÁRIO CENTRAL E NO MUSEU CÂMARA CASCUDO - UFRN. ";"05/05/2015 - 23/06/2017";"240";"FINALIZADA";"42/2014";" 14.553.857/0001-43 - SBM ENGENHARIA LTDA - ME";"REGIME DIF. DE CONTRATAÇÃO";"R$       832.944,84";"TESOURO - EDUCAÇÃO (112000000)";;;;
"10985";" O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA DA CONSTRUÇÃO DE ABRIGOS DE RESÍDUOS NOS SETORES DO CAMPUS UNIVERSITÁRIO CENTRAL E NO MUSEU CÂMARA CASCUDO - UFRN. ";"05/05/2015 - 23/06/2017";"240";"FINALIZADA";"42/2014";" 14.553.857/0001-43 - SBM ENGENHARIA LTDA - ME";"REGIME DIF. DE CONTRATAÇÃO";"R$       832.944,84";"APLICACOES FINANCEIRAS (280154215)";;;;
"11019";"REFORMA E AMPLIAÇÃO DOS LABORATÓRIOS DE ESTUDOS DO MOVIMENTO HUMANO DO DEPARTAMENTO DE FISIOTERAPIA";"06/05/2015 - 31/03/2016";"330";"EM RECEBIMENTO PROVISÓRIO";"27/2014";" 09.469.705/0001-27 - R&H ENGENHARIA LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       328.789,98";;"26/11/2010 - 26/11/2018";"FUNPEC/UFRN/FINEP/CT-INFRA/PROINFRA 01.2009 (1412010)";;
"11020";"O PRESENTE CONTRATO TEM COMO OBJETO A EXECUÇÃO PELA CONTRATADA  DA COMPLEMENTAÇÃO DA REFORMA DO LABORATÓRIO DE ELETROQUÍMICA (UFRN) E REFORMA DO LABORATÓRIO DE ELETROQUÍMICA, REFERENTE AO ITENS 02 E 04), DE ACORDO COM O PROJETO BÁSICO E DEMAIS ANEXOS DO RDC ELETRÔNICO Nº 049/2014-DMP.";"06/05/2015 - 12/12/2015";"220";"FINALIZADA";"49/2014";" 15.070.879/0001-15 - CONSTRUTORA RBR LTDA";"REGIME DIF. DE CONTRATAÇÃO";"R$       111.444,01";"TESOURO - EDUCAÇÃO (112000000)";;;;
